lon;lat;h
0.375;89.5;14.973
1.375;89.5;14.961
2.375;89.5;14.952
3.375;89.5;14.94
4.375;89.5;14.928
5.375;89.5;14.916
6.375;89.5;14.904
7.375;89.5;14.892
8.375;89.5;14.877
9.375;89.5;14.862
10.375;89.5;14.847
11.375;89.5;14.832
12.375;89.5;14.817
13.375;89.5;14.802
14.375;89.5;14.787
15.375;89.5;14.769
16.375;89.5;14.754
17.375;89.5;14.736
18.375;89.5;14.718
19.375;89.5;14.703
20.375;89.5;14.685
21.375;89.5;14.667
22.375;89.5;14.649
23.375;89.5;14.631
24.375;89.5;14.613
25.375;89.5;14.598
26.375;89.5;14.58
27.375;89.5;14.562
28.375;89.5;14.544
29.375;89.5;14.526
30.375;89.5;14.508
31.375;89.5;14.493
32.375;89.5;14.475
33.375;89.5;14.457
34.375;89.5;14.442
35.375;89.5;14.424
36.375;89.5;14.406
37.375;89.5;14.391
38.375;89.5;14.373
39.375;89.5;14.358
40.375;89.5;14.343
41.375;89.5;14.325
42.375;89.5;14.31
43.375;89.5;14.295
44.375;89.5;14.28
45.375;89.5;14.265
46.375;89.5;14.25
47.375;89.5;14.232
48.375;89.5;14.217
49.375;89.5;14.202
50.375;89.5;14.187
51.375;89.5;14.172
52.375;89.5;14.157
53.375;89.5;14.142
54.375;89.5;14.127
55.375;89.5;14.112
56.375;89.5;14.097
57.375;89.5;14.082
58.375;89.5;14.067
59.375;89.5;14.052
60.375;89.5;14.037
61.375;89.5;14.022
62.375;89.5;14.007
63.375;89.5;13.992
64.375;89.5;13.974
65.375;89.5;13.959
66.375;89.5;13.944
67.375;89.5;13.926
68.375;89.5;13.911
69.375;89.5;13.896
70.375;89.5;13.878
71.375;89.5;13.863
72.375;89.5;13.845
73.375;89.5;13.827
74.375;89.5;13.812
75.375;89.5;13.794
76.375;89.5;13.776
77.375;89.5;13.761
78.375;89.5;13.743
79.375;89.5;13.725
80.375;89.5;13.71
81.375;89.5;13.692
82.375;89.5;13.674
83.375;89.5;13.659
84.375;89.5;13.641
85.375;89.5;13.623
86.375;89.5;13.608
87.375;89.5;13.59
88.375;89.5;13.572
89.375;89.5;13.557
90.375;89.5;13.542
91.375;89.5;13.524
92.375;89.5;13.509
93.375;89.5;13.494
94.375;89.5;13.476
95.375;89.5;13.461
96.375;89.5;13.446
97.375;89.5;13.434
98.375;89.5;13.419
99.375;89.5;13.404
100.375;89.5;13.392
101.375;89.5;13.38
102.375;89.5;13.365
103.375;89.5;13.353
104.375;89.5;13.344
105.375;89.5;13.332
106.375;89.5;13.32
107.375;89.5;13.311
108.375;89.5;13.302
109.375;89.5;13.293
110.375;89.5;13.284
111.375;89.5;13.278
112.375;89.5;13.272
113.375;89.5;13.266
114.375;89.5;13.26
115.375;89.5;13.254
116.375;89.5;13.248
117.375;89.5;13.245
118.375;89.5;13.242
119.375;89.5;13.239
120.375;89.5;13.236
121.375;89.5;13.233
122.375;89.5;13.23
123.375;89.5;13.227
124.375;89.5;13.227
125.375;89.5;13.224
126.375;89.5;13.224
127.375;89.5;13.224
128.375;89.5;13.221
129.375;89.5;13.221
130.375;89.5;13.218
131.375;89.5;13.218
132.375;89.5;13.218
133.375;89.5;13.215
134.375;89.5;13.212
135.375;89.5;13.212
136.375;89.5;13.209
137.375;89.5;13.206
138.375;89.5;13.203
139.375;89.5;13.197
140.375;89.5;13.194
141.375;89.5;13.188
142.375;89.5;13.185
143.375;89.5;13.179
144.375;89.5;13.173
145.375;89.5;13.167
146.375;89.5;13.161
147.375;89.5;13.155
148.375;89.5;13.149
149.375;89.5;13.14
150.375;89.5;13.134
151.375;89.5;13.128
152.375;89.5;13.119
153.375;89.5;13.113
154.375;89.5;13.107
155.375;89.5;13.098
156.375;89.5;13.092
157.375;89.5;13.086
158.375;89.5;13.08
159.375;89.5;13.074
160.375;89.5;13.071
161.375;89.5;13.065
162.375;89.5;13.062
163.375;89.5;13.059
164.375;89.5;13.056
165.375;89.5;13.053
166.375;89.5;13.05
167.375;89.5;13.05
168.375;89.5;13.05
169.375;89.5;13.053
170.375;89.5;13.053
171.375;89.5;13.056
172.375;89.5;13.059
173.375;89.5;13.062
174.375;89.5;13.068
175.375;89.5;13.074
176.375;89.5;13.08
177.375;89.5;13.086
178.375;89.5;13.095
179.375;89.5;13.101
-179.625;89.5;13.11
-178.625;89.5;13.122
-177.625;89.5;13.131
-176.625;89.5;13.143
-175.625;89.5;13.155
-174.625;89.5;13.167
-173.625;89.5;13.179
-172.625;89.5;13.191
-171.625;89.5;13.206
-170.625;89.5;13.221
-169.625;89.5;13.236
-168.625;89.5;13.251
-167.625;89.5;13.266
-166.625;89.5;13.281
-165.625;89.5;13.299
-164.625;89.5;13.317
-163.625;89.5;13.335
-162.625;89.5;13.353
-161.625;89.5;13.371
-160.625;89.5;13.389
-159.625;89.5;13.41
-158.625;89.5;13.428
-157.625;89.5;13.449
-156.625;89.5;13.47
-155.625;89.5;13.491
-154.625;89.5;13.512
-153.625;89.5;13.533
-152.625;89.5;13.554
-151.625;89.5;13.578
-150.625;89.5;13.599
-149.625;89.5;13.623
-148.625;89.5;13.647
-147.625;89.5;13.671
-146.625;89.5;13.692
-145.625;89.5;13.716
-144.625;89.5;13.743
-143.625;89.5;13.767
-142.625;89.5;13.791
-141.625;89.5;13.815
-140.625;89.5;13.839
-139.625;89.5;13.866
-138.625;89.5;13.89
-137.625;89.5;13.914
-136.625;89.5;13.941
-135.625;89.5;13.965
-134.625;89.5;13.989
-133.625;89.5;14.016
-132.625;89.5;14.04
-131.625;89.5;14.064
-130.625;89.5;14.088
-129.625;89.5;14.112
-128.625;89.5;14.136
-127.625;89.5;14.16
-126.625;89.5;14.184
-125.625;89.5;14.208
-124.625;89.5;14.232
-123.625;89.5;14.253
-122.625;89.5;14.277
-121.625;89.5;14.298
-120.625;89.5;14.319
-119.625;89.5;14.343
-118.625;89.5;14.364
-117.625;89.5;14.385
-116.625;89.5;14.406
-115.625;89.5;14.427
-114.625;89.5;14.445
-113.625;89.5;14.466
-112.625;89.5;14.484
-111.625;89.5;14.505
-110.625;89.5;14.523
-109.625;89.5;14.541
-108.625;89.5;14.562
-107.625;89.5;14.58
-106.625;89.5;14.598
-105.625;89.5;14.613
-104.625;89.5;14.631
-103.625;89.5;14.649
-102.625;89.5;14.664
-101.625;89.5;14.682
-100.625;89.5;14.697
-99.625;89.5;14.712
-98.625;89.5;14.727
-97.625;89.5;14.742
-96.625;89.5;14.757
-95.625;89.5;14.772
-94.625;89.5;14.787
-93.625;89.5;14.799
-92.625;89.5;14.814
-91.625;89.5;14.826
-90.625;89.5;14.838
-89.625;89.5;14.85
-88.625;89.5;14.862
-87.625;89.5;14.874
-86.625;89.5;14.883
-85.625;89.5;14.895
-84.625;89.5;14.904
-83.625;89.5;14.913
-82.625;89.5;14.922
-81.625;89.5;14.931
-80.625;89.5;14.94
-79.625;89.5;14.946
-78.625;89.5;14.955
-77.625;89.5;14.961
-76.625;89.5;14.967
-75.625;89.5;14.973
-74.625;89.5;14.976
-73.625;89.5;14.982
-72.625;89.5;14.985
-71.625;89.5;14.988
-70.625;89.5;14.991
-69.625;89.5;14.994
-68.625;89.5;14.997
-67.625;89.5;15
-66.625;89.5;15
-65.625;89.5;15
-64.625;89.5;15
-63.625;89.5;15
-62.625;89.5;15
-61.625;89.5;15
-60.625;89.5;15
-59.625;89.5;15
-58.625;89.5;14.997
-57.625;89.5;14.997
-56.625;89.5;14.994
-55.625;89.5;14.994
-54.625;89.5;14.991
-53.625;89.5;14.988
-52.625;89.5;14.988
-51.625;89.5;14.985
-50.625;89.5;14.985
-49.625;89.5;14.982
-48.625;89.5;14.982
-47.625;89.5;14.979
-46.625;89.5;14.979
-45.625;89.5;14.979
-44.625;89.5;14.976
-43.625;89.5;14.976
-42.625;89.5;14.976
-41.625;89.5;14.976
-40.625;89.5;14.979
-39.625;89.5;14.979
-38.625;89.5;14.979
-37.625;89.5;14.982
-36.625;89.5;14.982
-35.625;89.5;14.985
-34.625;89.5;14.988
-33.625;89.5;14.991
-32.625;89.5;14.994
-31.625;89.5;14.997
-30.625;89.5;15
-29.625;89.5;15.003
-28.625;89.5;15.006
-27.625;89.5;15.009
-26.625;89.5;15.012
-25.625;89.5;15.018
-24.625;89.5;15.021
-23.625;89.5;15.024
-22.625;89.5;15.027
-21.625;89.5;15.03
-20.625;89.5;15.033
-19.625;89.5;15.036
-18.625;89.5;15.036
-17.625;89.5;15.039
-16.625;89.5;15.039
-15.625;89.5;15.042
-14.625;89.5;15.042
-13.625;89.5;15.042
-12.625;89.5;15.039
-11.625;89.5;15.039
-10.625;89.5;15.036
-9.625;89.5;15.033
-8.625;89.5;15.03
-7.625;89.5;15.027
-6.625;89.5;15.021
-5.625;89.5;15.018
-4.625;89.5;15.012
-3.625;89.5;15.006
-2.625;89.5;14.997
-1.625;89.5;14.991
-0.625;89.5;14.982
0.375;88.5;17.021999
1.375;88.5;16.995001
2.375;88.5;16.974001
3.375;88.5;16.952999
4.375;88.5;16.934999
5.375;88.5;16.92
6.375;88.5;16.908001
7.375;88.5;16.896
8.375;88.5;16.886999
9.375;88.5;16.881001
10.375;88.5;16.872
11.375;88.5;16.868999
12.375;88.5;16.863001
13.375;88.5;16.860001
14.375;88.5;16.854
15.375;88.5;16.848
16.375;88.5;16.841999
17.375;88.5;16.836
18.375;88.5;16.827
19.375;88.5;16.815001
20.375;88.5;16.802999
21.375;88.5;16.788
22.375;88.5;16.77
23.375;88.5;16.749001
24.375;88.5;16.725
25.375;88.5;16.698
26.375;88.5;16.667999
27.375;88.5;16.635
28.375;88.5;16.601999
29.375;88.5;16.563
30.375;88.5;16.521
31.375;88.5;16.479
32.375;88.5;16.431
33.375;88.5;16.382999
34.375;88.5;16.332001
35.375;88.5;16.278
36.375;88.5;16.224001
37.375;88.5;16.167
38.375;88.5;16.110001
39.375;88.5;16.049999
40.375;88.5;15.99
41.375;88.5;15.93
42.375;88.5;15.87
43.375;88.5;15.813
44.375;88.5;15.753
45.375;88.5;15.693
46.375;88.5;15.636
47.375;88.5;15.579
48.375;88.5;15.525
49.375;88.5;15.471
50.375;88.5;15.42
51.375;88.5;15.369
52.375;88.5;15.321
53.375;88.5;15.273
54.375;88.5;15.228
55.375;88.5;15.18
56.375;88.5;15.138
57.375;88.5;15.093
58.375;88.5;15.048
59.375;88.5;15.006
60.375;88.5;14.961
61.375;88.5;14.916
62.375;88.5;14.871
63.375;88.5;14.826
64.375;88.5;14.778
65.375;88.5;14.73
66.375;88.5;14.679
67.375;88.5;14.628
68.375;88.5;14.574
69.375;88.5;14.52
70.375;88.5;14.466
71.375;88.5;14.409
72.375;88.5;14.355
73.375;88.5;14.298
74.375;88.5;14.241
75.375;88.5;14.184
76.375;88.5;14.13
77.375;88.5;14.073
78.375;88.5;14.022
79.375;88.5;13.971
80.375;88.5;13.92
81.375;88.5;13.875
82.375;88.5;13.83
83.375;88.5;13.788
84.375;88.5;13.746
85.375;88.5;13.71
86.375;88.5;13.671
87.375;88.5;13.638
88.375;88.5;13.605
89.375;88.5;13.569
90.375;88.5;13.536
91.375;88.5;13.503
92.375;88.5;13.467
93.375;88.5;13.428
94.375;88.5;13.386
95.375;88.5;13.338
96.375;88.5;13.287
97.375;88.5;13.23
98.375;88.5;13.167
99.375;88.5;13.098
100.375;88.5;13.02
101.375;88.5;12.936
102.375;88.5;12.843
103.375;88.5;12.741
104.375;88.5;12.633
105.375;88.5;12.522
106.375;88.5;12.405
107.375;88.5;12.282
108.375;88.5;12.159
109.375;88.5;12.036
110.375;88.5;11.916
111.375;88.5;11.799
112.375;88.5;11.691
113.375;88.5;11.595
114.375;88.5;11.508
115.375;88.5;11.439
116.375;88.5;11.388
117.375;88.5;11.355
118.375;88.5;11.346
119.375;88.5;11.358
120.375;88.5;11.4
121.375;88.5;11.463
122.375;88.5;11.556
123.375;88.5;11.673
124.375;88.5;11.814
125.375;88.5;11.979
126.375;88.5;12.162
127.375;88.5;12.366
128.375;88.5;12.582
129.375;88.5;12.81
130.375;88.5;13.044
131.375;88.5;13.281
132.375;88.5;13.515
133.375;88.5;13.74
134.375;88.5;13.953
135.375;88.5;14.151
136.375;88.5;14.328
137.375;88.5;14.484
138.375;88.5;14.61
139.375;88.5;14.706
140.375;88.5;14.772
141.375;88.5;14.808
142.375;88.5;14.808
143.375;88.5;14.778
144.375;88.5;14.718
145.375;88.5;14.628
146.375;88.5;14.511
147.375;88.5;14.37
148.375;88.5;14.208
149.375;88.5;14.031
150.375;88.5;13.842
151.375;88.5;13.644
152.375;88.5;13.44
153.375;88.5;13.236
154.375;88.5;13.035
155.375;88.5;12.84
156.375;88.5;12.654
157.375;88.5;12.477
158.375;88.5;12.318
159.375;88.5;12.171
160.375;88.5;12.039
161.375;88.5;11.925
162.375;88.5;11.826
163.375;88.5;11.745
164.375;88.5;11.679
165.375;88.5;11.628
166.375;88.5;11.589
167.375;88.5;11.565
168.375;88.5;11.547
169.375;88.5;11.541
170.375;88.5;11.541
171.375;88.5;11.544
172.375;88.5;11.55
173.375;88.5;11.559
174.375;88.5;11.571
175.375;88.5;11.58
176.375;88.5;11.586
177.375;88.5;11.589
178.375;88.5;11.592
179.375;88.5;11.592
-179.625;88.5;11.586
-178.625;88.5;11.577
-177.625;88.5;11.568
-176.625;88.5;11.553
-175.625;88.5;11.538
-174.625;88.5;11.52
-173.625;88.5;11.502
-172.625;88.5;11.484
-171.625;88.5;11.466
-170.625;88.5;11.448
-169.625;88.5;11.433
-168.625;88.5;11.421
-167.625;88.5;11.412
-166.625;88.5;11.406
-165.625;88.5;11.403
-164.625;88.5;11.406
-163.625;88.5;11.409
-162.625;88.5;11.421
-161.625;88.5;11.433
-160.625;88.5;11.448
-159.625;88.5;11.469
-158.625;88.5;11.49
-157.625;88.5;11.517
-156.625;88.5;11.544
-155.625;88.5;11.571
-154.625;88.5;11.601
-153.625;88.5;11.634
-152.625;88.5;11.664
-151.625;88.5;11.697
-150.625;88.5;11.73
-149.625;88.5;11.76
-148.625;88.5;11.793
-147.625;88.5;11.826
-146.625;88.5;11.859
-145.625;88.5;11.889
-144.625;88.5;11.922
-143.625;88.5;11.955
-142.625;88.5;11.988
-141.625;88.5;12.024
-140.625;88.5;12.057
-139.625;88.5;12.096
-138.625;88.5;12.132
-137.625;88.5;12.171
-136.625;88.5;12.21
-135.625;88.5;12.252
-134.625;88.5;12.294
-133.625;88.5;12.336
-132.625;88.5;12.381
-131.625;88.5;12.423
-130.625;88.5;12.468
-129.625;88.5;12.51
-128.625;88.5;12.552
-127.625;88.5;12.594
-126.625;88.5;12.633
-125.625;88.5;12.672
-124.625;88.5;12.708
-123.625;88.5;12.744
-122.625;88.5;12.777
-121.625;88.5;12.807
-120.625;88.5;12.84
-119.625;88.5;12.87
-118.625;88.5;12.903
-117.625;88.5;12.936
-116.625;88.5;12.969
-115.625;88.5;13.008
-114.625;88.5;13.047
-113.625;88.5;13.095
-112.625;88.5;13.146
-111.625;88.5;13.206
-110.625;88.5;13.272
-109.625;88.5;13.344
-108.625;88.5;13.428
-107.625;88.5;13.518
-106.625;88.5;13.62
-105.625;88.5;13.728
-104.625;88.5;13.845
-103.625;88.5;13.971
-102.625;88.5;14.103
-101.625;88.5;14.241
-100.625;88.5;14.385
-99.625;88.5;14.535
-98.625;88.5;14.685
-97.625;88.5;14.838
-96.625;88.5;14.994
-95.625;88.5;15.147
-94.625;88.5;15.297
-93.625;88.5;15.444
-92.625;88.5;15.588
-91.625;88.5;15.726
-90.625;88.5;15.861
-89.625;88.5;15.99
-88.625;88.5;16.113001
-87.625;88.5;16.23
-86.625;88.5;16.344
-85.625;88.5;16.452
-84.625;88.5;16.554001
-83.625;88.5;16.653
-82.625;88.5;16.752001
-81.625;88.5;16.844999
-80.625;88.5;16.938
-79.625;88.5;17.031
-78.625;88.5;17.124001
-77.625;88.5;17.219999
-76.625;88.5;17.313
-75.625;88.5;17.409
-74.625;88.5;17.502001
-73.625;88.5;17.598
-72.625;88.5;17.694
-71.625;88.5;17.787001
-70.625;88.5;17.879999
-69.625;88.5;17.966999
-68.625;88.5;18.051001
-67.625;88.5;18.129
-66.625;88.5;18.201
-65.625;88.5;18.261
-64.625;88.5;18.312
-63.625;88.5;18.354
-62.625;88.5;18.381001
-61.625;88.5;18.396
-60.625;88.5;18.396
-59.625;88.5;18.384001
-58.625;88.5;18.354
-57.625;88.5;18.315001
-56.625;88.5;18.257999
-55.625;88.5;18.191999
-54.625;88.5;18.114
-53.625;88.5;18.027
-52.625;88.5;17.931
-51.625;88.5;17.829
-50.625;88.5;17.724001
-49.625;88.5;17.613001
-48.625;88.5;17.504999
-47.625;88.5;17.4
-46.625;88.5;17.295
-45.625;88.5;17.198999
-44.625;88.5;17.108999
-43.625;88.5;17.028
-42.625;88.5;16.955999
-41.625;88.5;16.893
-40.625;88.5;16.844999
-39.625;88.5;16.806
-38.625;88.5;16.782
-37.625;88.5;16.767
-36.625;88.5;16.761
-35.625;88.5;16.77
-34.625;88.5;16.785
-33.625;88.5;16.812
-32.625;88.5;16.844999
-31.625;88.5;16.884001
-30.625;88.5;16.926001
-29.625;88.5;16.974001
-28.625;88.5;17.025
-27.625;88.5;17.076
-26.625;88.5;17.127001
-25.625;88.5;17.177999
-24.625;88.5;17.226
-23.625;88.5;17.271
-22.625;88.5;17.309999
-21.625;88.5;17.346001
-20.625;88.5;17.375999
-19.625;88.5;17.4
-18.625;88.5;17.421
-17.625;88.5;17.433001
-16.625;88.5;17.438999
-15.625;88.5;17.438999
-14.625;88.5;17.436001
-13.625;88.5;17.424
-12.625;88.5;17.409
-11.625;88.5;17.391001
-10.625;88.5;17.367001
-9.625;88.5;17.34
-8.625;88.5;17.309999
-7.625;88.5;17.277
-6.625;88.5;17.243999
-5.625;88.5;17.211
-4.625;88.5;17.177999
-3.625;88.5;17.145
-2.625;88.5;17.112
-1.625;88.5;17.079
-0.625;88.5;17.049
0.375;87.5;19.596001
1.375;87.5;19.605
2.375;87.5;19.617001
3.375;87.5;19.629
4.375;87.5;19.641001
5.375;87.5;19.65
6.375;87.5;19.656
7.375;87.5;19.653
8.375;87.5;19.643999
9.375;87.5;19.625999
10.375;87.5;19.599001
11.375;87.5;19.563
12.375;87.5;19.518
13.375;87.5;19.466999
14.375;87.5;19.407
15.375;87.5;19.341
16.375;87.5;19.275
17.375;87.5;19.205999
18.375;87.5;19.139999
19.375;87.5;19.073999
20.375;87.5;19.011
21.375;87.5;18.957001
22.375;87.5;18.906
23.375;87.5;18.864
24.375;87.5;18.827999
25.375;87.5;18.798
26.375;87.5;18.777
27.375;87.5;18.761999
28.375;87.5;18.753
29.375;87.5;18.747
30.375;87.5;18.743999
31.375;87.5;18.740999
32.375;87.5;18.738001
33.375;87.5;18.735001
34.375;87.5;18.726
35.375;87.5;18.711
36.375;87.5;18.690001
37.375;87.5;18.657
38.375;87.5;18.615
39.375;87.5;18.558001
40.375;87.5;18.489
41.375;87.5;18.405001
42.375;87.5;18.312
43.375;87.5;18.204
44.375;87.5;18.087
45.375;87.5;17.964001
46.375;87.5;17.832001
47.375;87.5;17.702999
48.375;87.5;17.570999
49.375;87.5;17.448
50.375;87.5;17.327999
51.375;87.5;17.219999
52.375;87.5;17.121
53.375;87.5;17.034
54.375;87.5;16.959
55.375;87.5;16.893
56.375;87.5;16.836
57.375;87.5;16.782
58.375;87.5;16.733999
59.375;87.5;16.683001
60.375;87.5;16.629
61.375;87.5;16.566
62.375;87.5;16.493999
63.375;87.5;16.41
64.375;87.5;16.313999
65.375;87.5;16.202999
66.375;87.5;16.08
67.375;87.5;15.948
68.375;87.5;15.804
69.375;87.5;15.657
70.375;87.5;15.507
71.375;87.5;15.357
72.375;87.5;15.21
73.375;87.5;15.072
74.375;87.5;14.94
75.375;87.5;14.817
76.375;87.5;14.706
77.375;87.5;14.604
78.375;87.5;14.514
79.375;87.5;14.43
80.375;87.5;14.352
81.375;87.5;14.277
82.375;87.5;14.205
83.375;87.5;14.133
84.375;87.5;14.055
85.375;87.5;13.977
86.375;87.5;13.89
87.375;87.5;13.797
88.375;87.5;13.698
89.375;87.5;13.59
90.375;87.5;13.479
91.375;87.5;13.359
92.375;87.5;13.239
93.375;87.5;13.113
94.375;87.5;12.99
95.375;87.5;12.87
96.375;87.5;12.753
97.375;87.5;12.642
98.375;87.5;12.54
99.375;87.5;12.447
100.375;87.5;12.369
101.375;87.5;12.303
102.375;87.5;12.249
103.375;87.5;12.21
104.375;87.5;12.186
105.375;87.5;12.168
106.375;87.5;12.159
107.375;87.5;12.153
108.375;87.5;12.147
109.375;87.5;12.135
110.375;87.5;12.111
111.375;87.5;12.069
112.375;87.5;12.009
113.375;87.5;11.919
114.375;87.5;11.805
115.375;87.5;11.661
116.375;87.5;11.493
117.375;87.5;11.304
118.375;87.5;11.097
119.375;87.5;10.884
120.375;87.5;10.677
121.375;87.5;10.485
122.375;87.5;10.323
123.375;87.5;10.2
124.375;87.5;10.134
125.375;87.5;10.128
126.375;87.5;10.191
127.375;87.5;10.326
128.375;87.5;10.536
129.375;87.5;10.812
130.375;87.5;11.148
131.375;87.5;11.529
132.375;87.5;11.937
133.375;87.5;12.357
134.375;87.5;12.768
135.375;87.5;13.146
136.375;87.5;13.473
137.375;87.5;13.731
138.375;87.5;13.905
139.375;87.5;13.986
140.375;87.5;13.965
141.375;87.5;13.842
142.375;87.5;13.623
143.375;87.5;13.317
144.375;87.5;12.936
145.375;87.5;12.495
146.375;87.5;12.015
147.375;87.5;11.517
148.375;87.5;11.016
149.375;87.5;10.539
150.375;87.5;10.095
151.375;87.5;9.702
152.375;87.5;9.372
153.375;87.5;9.111
154.375;87.5;8.922
155.375;87.5;8.802
156.375;87.5;8.751
157.375;87.5;8.76
158.375;87.5;8.82
159.375;87.5;8.925
160.375;87.5;9.06
161.375;87.5;9.219
162.375;87.5;9.39
163.375;87.5;9.561
164.375;87.5;9.732
165.375;87.5;9.891
166.375;87.5;10.035
167.375;87.5;10.164
168.375;87.5;10.278
169.375;87.5;10.374
170.375;87.5;10.452
171.375;87.5;10.518
172.375;87.5;10.572
173.375;87.5;10.617
174.375;87.5;10.653
175.375;87.5;10.683
176.375;87.5;10.707
177.375;87.5;10.728
178.375;87.5;10.746
179.375;87.5;10.761
-179.625;87.5;10.773
-178.625;87.5;10.782
-177.625;87.5;10.788
-176.625;87.5;10.791
-175.625;87.5;10.791
-174.625;87.5;10.788
-173.625;87.5;10.782
-172.625;87.5;10.779
-171.625;87.5;10.776
-170.625;87.5;10.776
-169.625;87.5;10.779
-168.625;87.5;10.788
-167.625;87.5;10.806
-166.625;87.5;10.83
-165.625;87.5;10.86
-164.625;87.5;10.899
-163.625;87.5;10.947
-162.625;87.5;11.001
-161.625;87.5;11.064
-160.625;87.5;11.13
-159.625;87.5;11.202
-158.625;87.5;11.277
-157.625;87.5;11.355
-156.625;87.5;11.433
-155.625;87.5;11.514
-154.625;87.5;11.595
-153.625;87.5;11.676
-152.625;87.5;11.754
-151.625;87.5;11.835
-150.625;87.5;11.913
-149.625;87.5;11.991
-148.625;87.5;12.066
-147.625;87.5;12.138
-146.625;87.5;12.21
-145.625;87.5;12.279
-144.625;87.5;12.342
-143.625;87.5;12.402
-142.625;87.5;12.459
-141.625;87.5;12.51
-140.625;87.5;12.558
-139.625;87.5;12.603
-138.625;87.5;12.645
-137.625;87.5;12.687
-136.625;87.5;12.732
-135.625;87.5;12.777
-134.625;87.5;12.828
-133.625;87.5;12.888
-132.625;87.5;12.957
-131.625;87.5;13.038
-130.625;87.5;13.128
-129.625;87.5;13.236
-128.625;87.5;13.353
-127.625;87.5;13.479
-126.625;87.5;13.617
-125.625;87.5;13.761
-124.625;87.5;13.908
-123.625;87.5;14.055
-122.625;87.5;14.196
-121.625;87.5;14.331
-120.625;87.5;14.454
-119.625;87.5;14.562
-118.625;87.5;14.652
-117.625;87.5;14.724
-116.625;87.5;14.778
-115.625;87.5;14.814
-114.625;87.5;14.832
-113.625;87.5;14.838
-112.625;87.5;14.829
-111.625;87.5;14.814
-110.625;87.5;14.793
-109.625;87.5;14.769
-108.625;87.5;14.751
-107.625;87.5;14.736
-106.625;87.5;14.73
-105.625;87.5;14.736
-104.625;87.5;14.754
-103.625;87.5;14.781
-102.625;87.5;14.823
-101.625;87.5;14.877
-100.625;87.5;14.94
-99.625;87.5;15.012
-98.625;87.5;15.093
-97.625;87.5;15.177
-96.625;87.5;15.267
-95.625;87.5;15.36
-94.625;87.5;15.453
-93.625;87.5;15.549
-92.625;87.5;15.645
-91.625;87.5;15.738
-90.625;87.5;15.834
-89.625;87.5;15.93
-88.625;87.5;16.025999
-87.625;87.5;16.118999
-86.625;87.5;16.218
-85.625;87.5;16.313999
-84.625;87.5;16.413
-83.625;87.5;16.511999
-82.625;87.5;16.614
-81.625;87.5;16.719
-80.625;87.5;16.827
-79.625;87.5;16.938
-78.625;87.5;17.058001
-77.625;87.5;17.181
-76.625;87.5;17.313
-75.625;87.5;17.454
-74.625;87.5;17.607
-73.625;87.5;17.771999
-72.625;87.5;17.948999
-71.625;87.5;18.141001
-70.625;87.5;18.344999
-69.625;87.5;18.558001
-68.625;87.5;18.780001
-67.625;87.5;19.007999
-66.625;87.5;19.236
-65.625;87.5;19.458
-64.625;87.5;19.671
-63.625;87.5;19.865999
-62.625;87.5;20.042999
-61.625;87.5;20.193001
-60.625;87.5;20.309999
-59.625;87.5;20.396999
-58.625;87.5;20.448
-57.625;87.5;20.466
-56.625;87.5;20.448
-55.625;87.5;20.403
-54.625;87.5;20.327999
-53.625;87.5;20.238001
-52.625;87.5;20.129999
-51.625;87.5;20.013
-50.625;87.5;19.899
-49.625;87.5;19.785
-48.625;87.5;19.683001
-47.625;87.5;19.596001
-46.625;87.5;19.527
-45.625;87.5;19.473
-44.625;87.5;19.443001
-43.625;87.5;19.427999
-42.625;87.5;19.434
-41.625;87.5;19.448999
-40.625;87.5;19.476
-39.625;87.5;19.511999
-38.625;87.5;19.548
-37.625;87.5;19.584
-36.625;87.5;19.617001
-35.625;87.5;19.641001
-34.625;87.5;19.659
-33.625;87.5;19.665001
-32.625;87.5;19.662001
-31.625;87.5;19.65
-30.625;87.5;19.629
-29.625;87.5;19.601999
-28.625;87.5;19.572001
-27.625;87.5;19.542
-26.625;87.5;19.511999
-25.625;87.5;19.485001
-24.625;87.5;19.464001
-23.625;87.5;19.448999
-22.625;87.5;19.443001
-21.625;87.5;19.445999
-20.625;87.5;19.458
-19.625;87.5;19.479
-18.625;87.5;19.503
-17.625;87.5;19.530001
-16.625;87.5;19.563
-15.625;87.5;19.593
-14.625;87.5;19.620001
-13.625;87.5;19.643999
-12.625;87.5;19.662001
-11.625;87.5;19.674
-10.625;87.5;19.68
-9.625;87.5;19.68
-8.625;87.5;19.674
-7.625;87.5;19.662001
-6.625;87.5;19.646999
-5.625;87.5;19.632
-4.625;87.5;19.617001
-3.625;87.5;19.605
-2.625;87.5;19.596001
-1.625;87.5;19.593
-0.625;87.5;19.593
0.375;86.5;22.233
1.375;86.5;22.271999
2.375;86.5;22.290001
3.375;86.5;22.284
4.375;86.5;22.26
5.375;86.5;22.224001
6.375;86.5;22.179001
7.375;86.5;22.128
8.375;86.5;22.083
9.375;86.5;22.041
10.375;86.5;22.004999
11.375;86.5;21.981001
12.375;86.5;21.962999
13.375;86.5;21.951
14.375;86.5;21.941999
15.375;86.5;21.933001
16.375;86.5;21.927
17.375;86.5;21.917999
18.375;86.5;21.906
19.375;86.5;21.893999
20.375;86.5;21.875999
21.375;86.5;21.855
22.375;86.5;21.827999
23.375;86.5;21.795
24.375;86.5;21.756001
25.375;86.5;21.702
26.375;86.5;21.636
27.375;86.5;21.555
28.375;86.5;21.459
